firm,Dates,Price,Symbol,Date,Nifty50 prices
3IINFOTECH,06-01-2010,91,NIFTY50,24-11-2004,"1,904.05"
3IINFOTECH,07-01-2010,89.15,NIFTY50,25-11-2004,"1,901.05"
3IINFOTECH,08-01-2010,89.9,NIFTY50,29-11-2004,"1,939.65"
3IINFOTECH,11-01-2010,95.9,NIFTY50,30-11-2004,"1,958.80"
3IINFOTECH,12-01-2010,92.2,NIFTY50,01-12-2004,"1,962.05"
3IINFOTECH,13-01-2010,92.9,NIFTY50,02-12-2004,"1,999.00"
3IINFOTECH,14-01-2010,92.85,NIFTY50,03-12-2004,"1,996.20"
3IINFOTECH,15-01-2010,94.15,NIFTY50,06-12-2004,"1,993.15"
3IINFOTECH,18-01-2010,92.75,NIFTY50,07-12-2004,"1,992.70"
3IINFOTECH,19-01-2010,93.25,NIFTY50,08-12-2004,"1,977.95"
3IINFOTECH,20-01-2010,93.25,NIFTY50,09-12-2004,"1,989.95"
3IINFOTECH,21-01-2010,89.15,NIFTY50,10-12-2004,"1,969.00"
3IINFOTECH,22-01-2010,88.35,NIFTY50,13-12-2004,"1,985.35"
3IINFOTECH,25-01-2010,84.65,NIFTY50,14-12-2004,"2,006.80"
3IINFOTECH,26-01-2010,84.65,NIFTY50,15-12-2004,"2,028.70"
3IINFOTECH,27-01-2010,83,NIFTY50,16-12-2004,"2,033.20"
3IINFOTECH,28-01-2010,80.65,NIFTY50,17-12-2004,"2,012.10"
3IINFOTECH,29-01-2010,82.1,NIFTY50,20-12-2004,"2,026.85"
3IINFOTECH,01-02-2010,83.55,NIFTY50,21-12-2004,"2,044.65"
3IINFOTECH,02-02-2010,81.8,NIFTY50,22-12-2004,"2,035.35"
3IINFOTECH,03-02-2010,82.3,NIFTY50,23-12-2004,"2,045.15"
3IINFOTECH,04-02-2010,81.35,NIFTY50,24-12-2004,"2,062.70"
3IINFOTECH,05-02-2010,79.15,NIFTY50,27-12-2004,"2,062.60"
3IINFOTECH,08-02-2010,80.45,NIFTY50,28-12-2004,"2,071.35"
3IINFOTECH,09-02-2010,79,NIFTY50,29-12-2004,"2,069.60"
3IINFOTECH,10-02-2010,77.95,NIFTY50,30-12-2004,"2,059.80"
3IINFOTECH,11-02-2010,76.85,NIFTY50,31-12-2004,"2,080.50"
3IINFOTECH,12-02-2010,76.85,NIFTY50,03-01-2005,"2,115.00"
3IINFOTECH,15-02-2010,77.2,NIFTY50,04-01-2005,"2,103.75"
3IINFOTECH,16-02-2010,77.35,NIFTY50,05-01-2005,"2,032.20"
3IINFOTECH,17-02-2010,77.85,NIFTY50,06-01-2005,"1,998.35"
3IINFOTECH,18-02-2010,77.15,NIFTY50,07-01-2005,"2,015.50"
3IINFOTECH,19-02-2010,74.95,NIFTY50,10-01-2005,"1,982.00"
3IINFOTECH,22-02-2010,74.1,NIFTY50,11-01-2005,"1,952.05"
3IINFOTECH,23-02-2010,73.45,NIFTY50,12-01-2005,"1,913.60"
3IINFOTECH,24-02-2010,73,NIFTY50,13-01-2005,"1,954.55"
3IINFOTECH,25-02-2010,73.25,NIFTY50,14-01-2005,"1,931.10"
3IINFOTECH,26-02-2010,73.65,NIFTY50,17-01-2005,"1,932.90"
3IINFOTECH,01-03-2010,73.65,NIFTY50,18-01-2005,"1,934.05"
3IINFOTECH,02-03-2010,74.8,NIFTY50,19-01-2005,"1,926.65"
3IINFOTECH,03-03-2010,79.65,NIFTY50,20-01-2005,"1,925.30"
3IINFOTECH,04-03-2010,79.5,NIFTY50,24-01-2005,"1,909.00"
3IINFOTECH,05-03-2010,81.3,NIFTY50,25-01-2005,"1,931.85"
3IINFOTECH,08-03-2010,81.8,NIFTY50,27-01-2005,"1,955.00"
3IINFOTECH,09-03-2010,81.65,NIFTY50,28-01-2005,"2,008.30"
3IINFOTECH,10-03-2010,81.4,NIFTY50,31-01-2005,"2,057.60"
3IINFOTECH,11-03-2010,81.5,NIFTY50,01-02-2005,"2,059.85"
3IINFOTECH,12-03-2010,80.35,NIFTY50,02-02-2005,"2,052.25"
3IINFOTECH,15-03-2010,79.9,NIFTY50,03-02-2005,"2,079.45"
3IINFOTECH,16-03-2010,80.75,NIFTY50,04-02-2005,"2,077.95"
3IINFOTECH,17-03-2010,79.8,NIFTY50,07-02-2005,"2,055.10"
3IINFOTECH,18-03-2010,80,NIFTY50,08-02-2005,"2,055.15"
3IINFOTECH,19-03-2010,80,NIFTY50,09-02-2005,"2,070.00"
3IINFOTECH,22-03-2010,78.75,NIFTY50,10-02-2005,"2,063.35"
3IINFOTECH,23-03-2010,78.5,NIFTY50,11-02-2005,"2,082.05"
3IINFOTECH,24-03-2010,78.5,NIFTY50,14-02-2005,"2,098.25"
3IINFOTECH,25-03-2010,78.15,NIFTY50,15-02-2005,"2,089.95"
3IINFOTECH,26-03-2010,77.05,NIFTY50,16-02-2005,"2,068.80"
3IINFOTECH,29-03-2010,76.15,NIFTY50,17-02-2005,"2,061.90"
3IINFOTECH,30-03-2010,78.7,NIFTY50,18-02-2005,"2,055.55"
3IINFOTECH,31-03-2010,78.5,NIFTY50,21-02-2005,"2,043.20"
3IINFOTECH,01-04-2010,78.75,NIFTY50,22-02-2005,"2,058.40"
3IINFOTECH,02-04-2010,78.75,NIFTY50,23-02-2005,"2,057.10"
3IINFOTECH,05-04-2010,77.6,NIFTY50,24-02-2005,"2,055.30"
3IINFOTECH,06-04-2010,76.05,NIFTY50,25-02-2005,"2,060.90"
3IINFOTECH,07-04-2010,75.45,NIFTY50,28-02-2005,"2,103.25"
3IINFOTECH,08-04-2010,76.5,NIFTY50,01-03-2005,"2,084.40"
3IINFOTECH,09-04-2010,76.45,NIFTY50,02-03-2005,"2,093.25"
3IINFOTECH,12-04-2010,78.3,NIFTY50,03-03-2005,"2,128.85"
3IINFOTECH,13-04-2010,77.8,NIFTY50,04-03-2005,"2,148.15"
3IINFOTECH,14-04-2010,77.8,NIFTY50,07-03-2005,"2,160.10"
3IINFOTECH,15-04-2010,76.85,NIFTY50,08-03-2005,"2,168.95"
3IINFOTECH,16-04-2010,78.6,NIFTY50,09-03-2005,"2,160.80"
3IINFOTECH,19-04-2010,76.4,NIFTY50,10-03-2005,"2,167.40"
3IINFOTECH,20-04-2010,77.15,NIFTY50,11-03-2005,"2,154.00"
3IINFOTECH,21-04-2010,76.85,NIFTY50,14-03-2005,"2,146.35"
3IINFOTECH,22-04-2010,75.8,NIFTY50,15-03-2005,"2,128.95"
3IINFOTECH,23-04-2010,76.2,NIFTY50,16-03-2005,"2,125.55"
3IINFOTECH,26-04-2010,74.1,NIFTY50,17-03-2005,"2,098.50"
3IINFOTECH,27-04-2010,74.95,NIFTY50,18-03-2005,"2,109.15"
3IINFOTECH,28-04-2010,73.2,NIFTY50,21-03-2005,"2,096.60"
3IINFOTECH,29-04-2010,74.55,NIFTY50,22-03-2005,"2,061.60"
3IINFOTECH,30-04-2010,74.35,NIFTY50,23-03-2005,"2,026.40"
3IINFOTECH,03-05-2010,73.25,NIFTY50,24-03-2005,"2,015.40"
3IINFOTECH,04-05-2010,72.55,NIFTY50,28-03-2005,"2,029.45"
3IINFOTECH,05-05-2010,72,NIFTY50,29-03-2005,"1,983.85"
3IINFOTECH,06-05-2010,72.25,NIFTY50,30-03-2005,"1,993.70"
3IINFOTECH,07-05-2010,69.8,NIFTY50,31-03-2005,"2,035.65"
3IINFOTECH,10-05-2010,71.5,NIFTY50,01-04-2005,"2,067.65"
3IINFOTECH,11-05-2010,72.6,NIFTY50,04-04-2005,"2,063.40"
3IINFOTECH,12-05-2010,74.45,NIFTY50,05-04-2005,"2,052.55"
3IINFOTECH,13-05-2010,73.6,NIFTY50,06-04-2005,"2,069.30"
3IINFOTECH,14-05-2010,72.25,NIFTY50,07-04-2005,"2,052.85"
3IINFOTECH,17-05-2010,71,NIFTY50,08-04-2005,"2,031.20"
3IINFOTECH,18-05-2010,71.05,NIFTY50,11-04-2005,"2,008.20"
3IINFOTECH,19-05-2010,70.8,NIFTY50,12-04-2005,"2,024.95"
3IINFOTECH,20-05-2010,71.45,NIFTY50,13-04-2005,"2,025.45"
3IINFOTECH,21-05-2010,68.55,NIFTY50,15-04-2005,"1,956.30"
3IINFOTECH,24-05-2010,68.3,NIFTY50,18-04-2005,"1,927.80"
3IINFOTECH,25-05-2010,64.25,NIFTY50,19-04-2005,"1,909.40"
3IINFOTECH,26-05-2010,65.25,NIFTY50,20-04-2005,"1,929.70"
3IINFOTECH,27-05-2010,65.1,NIFTY50,21-04-2005,"1,948.55"
3IINFOTECH,28-05-2010,65.6,NIFTY50,22-04-2005,"1,967.35"
3IINFOTECH,31-05-2010,66.1,NIFTY50,25-04-2005,"1,970.95"
3IINFOTECH,01-06-2010,63.95,NIFTY50,26-04-2005,"1,957.10"
3IINFOTECH,02-06-2010,64.9,NIFTY50,27-04-2005,"1,935.40"
3IINFOTECH,03-06-2010,66,NIFTY50,28-04-2005,"1,941.30"
3IINFOTECH,04-06-2010,65.9,NIFTY50,29-04-2005,"1,902.50"
3IINFOTECH,07-06-2010,63.75,NIFTY50,02-05-2005,"1,916.75"
3IINFOTECH,08-06-2010,62.25,NIFTY50,03-05-2005,"1,920.70"
3IINFOTECH,09-06-2010,61.85,NIFTY50,04-05-2005,"1,942.60"
3IINFOTECH,10-06-2010,62.3,NIFTY50,05-05-2005,"1,963.30"
3IINFOTECH,11-06-2010,62.45,NIFTY50,06-05-2005,"1,977.50"
3IINFOTECH,14-06-2010,62.85,NIFTY50,09-05-2005,"2,000.75"
3IINFOTECH,15-06-2010,63.15,NIFTY50,10-05-2005,"1,994.30"
3IINFOTECH,16-06-2010,62.8,NIFTY50,11-05-2005,"1,985.95"
3IINFOTECH,17-06-2010,63.4,NIFTY50,12-05-2005,"1,993.15"
3IINFOTECH,18-06-2010,63.45,NIFTY50,13-05-2005,"1,988.30"
3IINFOTECH,21-06-2010,63.65,NIFTY50,16-05-2005,"2,012.60"
3IINFOTECH,22-06-2010,62.95,NIFTY50,17-05-2005,"1,990.80"
3IINFOTECH,23-06-2010,63.3,NIFTY50,18-05-2005,"1,982.75"
3IINFOTECH,24-06-2010,63.15,NIFTY50,19-05-2005,"1,990.85"
3IINFOTECH,25-06-2010,62.45,NIFTY50,20-05-2005,"1,992.40"
3IINFOTECH,28-06-2010,62.5,NIFTY50,23-05-2005,"2,013.90"
3IINFOTECH,29-06-2010,61.6,NIFTY50,24-05-2005,"2,028.60"
3IINFOTECH,30-06-2010,60.45,NIFTY50,25-05-2005,"2,043.85"
3IINFOTECH,01-07-2010,64.45,NIFTY50,26-05-2005,"2,074.70"
3IINFOTECH,02-07-2010,63.15,NIFTY50,27-05-2005,"2,076.40"
3IINFOTECH,05-07-2010,62.7,NIFTY50,30-05-2005,"2,072.40"
3IINFOTECH,06-07-2010,63.85,NIFTY50,31-05-2005,"2,087.55"
3IINFOTECH,07-07-2010,64.4,NIFTY50,01-06-2005,"2,087.55"
3IINFOTECH,08-07-2010,64,NIFTY50,02-06-2005,"2,064.65"
3IINFOTECH,09-07-2010,64.8,NIFTY50,03-06-2005,"2,094.25"
3IINFOTECH,12-07-2010,66.9,NIFTY50,04-06-2005,"2,092.35"
3IINFOTECH,13-07-2010,66.1,NIFTY50,06-06-2005,"2,092.80"
3IINFOTECH,14-07-2010,65.05,NIFTY50,07-06-2005,"2,098.15"
3IINFOTECH,15-07-2010,65.95,NIFTY50,08-06-2005,"2,112.40"
3IINFOTECH,16-07-2010,65.85,NIFTY50,09-06-2005,"2,103.20"
3IINFOTECH,19-07-2010,65.85,NIFTY50,10-06-2005,"2,090.60"
3IINFOTECH,20-07-2010,65.2,NIFTY50,13-06-2005,"2,102.75"
3IINFOTECH,21-07-2010,66,NIFTY50,14-06-2005,"2,112.35"
3IINFOTECH,22-07-2010,65.55,NIFTY50,15-06-2005,"2,128.65"
3IINFOTECH,23-07-2010,65.6,NIFTY50,16-06-2005,"2,123.70"
3IINFOTECH,26-07-2010,65.05,NIFTY50,17-06-2005,"2,123.40"
3IINFOTECH,27-07-2010,64.45,NIFTY50,20-06-2005,"2,144.35"
3IINFOTECH,28-07-2010,63.95,NIFTY50,21-06-2005,"2,170.00"
3IINFOTECH,29-07-2010,62.95,NIFTY50,22-06-2005,"2,187.35"
3IINFOTECH,30-07-2010,62.9,NIFTY50,23-06-2005,"2,183.85"
3IINFOTECH,02-08-2010,63.4,NIFTY50,24-06-2005,"2,194.35"
3IINFOTECH,03-08-2010,63.7,NIFTY50,27-06-2005,"2,199.80"
3IINFOTECH,04-08-2010,66.45,NIFTY50,28-06-2005,"2,169.85"
3IINFOTECH,05-08-2010,68.15,NIFTY50,29-06-2005,"2,191.65"
3IINFOTECH,06-08-2010,66.75,NIFTY50,30-06-2005,"2,220.60"
3IINFOTECH,09-08-2010,67.45,NIFTY50,01-07-2005,"2,211.90"
3IINFOTECH,10-08-2010,65.8,NIFTY50,04-07-2005,"2,230.65"
3IINFOTECH,11-08-2010,64.35,NIFTY50,05-07-2005,"2,210.75"
3IINFOTECH,12-08-2010,63.95,NIFTY50,06-07-2005,"2,228.20"
3IINFOTECH,13-08-2010,64.4,NIFTY50,07-07-2005,"2,179.40"
3IINFOTECH,16-08-2010,63,NIFTY50,08-07-2005,"2,196.20"
3IINFOTECH,17-08-2010,63,NIFTY50,11-07-2005,"2,218.85"
3IINFOTECH,18-08-2010,62.8,NIFTY50,12-07-2005,"2,220.80"
3IINFOTECH,19-08-2010,62.8,NIFTY50,13-07-2005,"2,204.05"
3IINFOTECH,20-08-2010,62.45,NIFTY50,14-07-2005,"2,185.10"
3IINFOTECH,23-08-2010,62.5,NIFTY50,15-07-2005,"2,212.55"
3IINFOTECH,24-08-2010,62.1,NIFTY50,18-07-2005,"2,234.00"
3IINFOTECH,25-08-2010,61.45,NIFTY50,19-07-2005,"2,237.30"
3IINFOTECH,26-08-2010,61.25,NIFTY50,20-07-2005,"2,241.90"
3IINFOTECH,27-08-2010,60.05,NIFTY50,21-07-2005,"2,230.50"
3IINFOTECH,30-08-2010,59.5,NIFTY50,22-07-2005,"2,265.60"
3IINFOTECH,31-08-2010,58.1,NIFTY50,25-07-2005,"2,291.75"
3IINFOTECH,01-09-2010,58.4,NIFTY50,26-07-2005,"2,303.15"
3IINFOTECH,02-09-2010,60.7,NIFTY50,27-07-2005,"2,319.10"
3IINFOTECH,03-09-2010,61.55,NIFTY50,29-07-2005,"2,312.30"
3IINFOTECH,06-09-2010,61.6,NIFTY50,01-08-2005,"2,318.05"
3IINFOTECH,07-09-2010,61.45,NIFTY50,02-08-2005,"2,353.65"
3IINFOTECH,08-09-2010,61.3,NIFTY50,03-08-2005,"2,357.00"
3IINFOTECH,09-09-2010,61.35,NIFTY50,04-08-2005,"2,367.80"
3IINFOTECH,10-09-2010,61.35,NIFTY50,05-08-2005,"2,361.20"
3IINFOTECH,13-09-2010,61.65,NIFTY50,08-08-2005,"2,324.40"
3IINFOTECH,14-09-2010,61.7,NIFTY50,09-08-2005,"2,318.70"
3IINFOTECH,15-09-2010,61.4,NIFTY50,10-08-2005,"2,360.15"
3IINFOTECH,16-09-2010,60.9,NIFTY50,11-08-2005,"2,380.90"
3IINFOTECH,17-09-2010,60.75,NIFTY50,12-08-2005,"2,361.55"
3IINFOTECH,20-09-2010,61.6,NIFTY50,16-08-2005,"2,369.80"
3IINFOTECH,21-09-2010,64.1,NIFTY50,17-08-2005,"2,403.15"
3IINFOTECH,22-09-2010,64.05,NIFTY50,18-08-2005,"2,388.45"
3IINFOTECH,23-09-2010,62.9,NIFTY50,19-08-2005,"2,383.45"
3IINFOTECH,24-09-2010,62.1,NIFTY50,22-08-2005,"2,367.85"
3IINFOTECH,27-09-2010,61.85,NIFTY50,23-08-2005,"2,326.10"
3IINFOTECH,28-09-2010,61.55,NIFTY50,24-08-2005,"2,322.50"
3IINFOTECH,29-09-2010,60.65,NIFTY50,25-08-2005,"2,354.55"
3IINFOTECH,30-09-2010,60.15,NIFTY50,26-08-2005,"2,357.05"
3IINFOTECH,01-10-2010,62,NIFTY50,29-08-2005,"2,337.65"
3IINFOTECH,04-10-2010,61.25,NIFTY50,30-08-2005,"2,367.75"
3IINFOTECH,05-10-2010,61.35,NIFTY50,31-08-2005,"2,384.65"
3IINFOTECH,06-10-2010,61.9,NIFTY50,01-09-2005,"2,405.75"
3IINFOTECH,07-10-2010,63.1,NIFTY50,02-09-2005,"2,415.80"
3IINFOTECH,08-10-2010,61.95,NIFTY50,05-09-2005,"2,422.95"
3IINFOTECH,11-10-2010,62.85,NIFTY50,06-09-2005,"2,428.65"
3IINFOTECH,12-10-2010,62.35,NIFTY50,08-09-2005,"2,454.45"
3IINFOTECH,13-10-2010,64.15,NIFTY50,09-09-2005,"2,455.45"
3IINFOTECH,14-10-2010,62.65,NIFTY50,12-09-2005,"2,484.15"
3IINFOTECH,15-10-2010,62.85,NIFTY50,13-09-2005,"2,500.35"
3IINFOTECH,18-10-2010,62.9,NIFTY50,14-09-2005,"2,492.45"
3IINFOTECH,19-10-2010,63.05,NIFTY50,15-09-2005,"2,523.95"
3IINFOTECH,20-10-2010,64.25,NIFTY50,16-09-2005,"2,552.35"
3IINFOTECH,21-10-2010,65.55,NIFTY50,19-09-2005,"2,567.10"
3IINFOTECH,22-10-2010,66.6,NIFTY50,20-09-2005,"2,578.00"
3IINFOTECH,25-10-2010,67.75,NIFTY50,21-09-2005,"2,567.30"
3IINFOTECH,26-10-2010,68.05,NIFTY50,22-09-2005,"2,476.50"
3IINFOTECH,27-10-2010,67.8,NIFTY50,23-09-2005,"2,477.75"
3IINFOTECH,28-10-2010,68.25,NIFTY50,26-09-2005,"2,557.35"
3IINFOTECH,29-10-2010,67.1,NIFTY50,27-09-2005,"2,574.85"
3IINFOTECH,01-11-2010,67.75,NIFTY50,28-09-2005,"2,598.05"
3IINFOTECH,02-11-2010,68.65,NIFTY50,29-09-2005,"2,611.20"
3IINFOTECH,03-11-2010,67.05,NIFTY50,30-09-2005,"2,601.40"
3IINFOTECH,04-11-2010,66.7,NIFTY50,03-10-2005,"2,630.05"
3IINFOTECH,05-11-2010,66.75,NIFTY50,04-10-2005,"2,663.35"
3IINFOTECH,08-11-2010,66,NIFTY50,05-10-2005,"2,644.40"
3IINFOTECH,09-11-2010,65.7,NIFTY50,06-10-2005,"2,579.15"
3IINFOTECH,10-11-2010,70.2,NIFTY50,07-10-2005,"2,574.05"
3IINFOTECH,11-11-2010,68.4,NIFTY50,10-10-2005,"2,566.85"
3IINFOTECH,12-11-2010,67.25,NIFTY50,11-10-2005,"2,589.55"
3IINFOTECH,15-11-2010,67,NIFTY50,13-10-2005,"2,537.30"
3IINFOTECH,16-11-2010,64.5,NIFTY50,14-10-2005,"2,484.40"
3IINFOTECH,17-11-2010,64.5,NIFTY50,17-10-2005,"2,485.15"
3IINFOTECH,18-11-2010,63.2,NIFTY50,18-10-2005,"2,468.20"
3IINFOTECH,19-11-2010,60.9,NIFTY50,19-10-2005,"2,412.45"
3IINFOTECH,22-11-2010,61.55,NIFTY50,20-10-2005,"2,395.45"
3IINFOTECH,23-11-2010,60.2,NIFTY50,21-10-2005,"2,443.75"
3IINFOTECH,24-11-2010,59.55,NIFTY50,24-10-2005,"2,394.85"
3IINFOTECH,25-11-2010,59.3,NIFTY50,25-10-2005,"2,418.20"
3IINFOTECH,26-11-2010,54.65,NIFTY50,26-10-2005,"2,408.50"
3IINFOTECH,29-11-2010,54.9,NIFTY50,27-10-2005,"2,352.90"
3IINFOTECH,30-11-2010,55.9,NIFTY50,28-10-2005,"2,316.05"
3IINFOTECH,01-12-2010,58.5,NIFTY50,31-10-2005,"2,370.95"
3IINFOTECH,02-12-2010,58.3,NIFTY50,01-11-2005,"2,386.75"
3IINFOTECH,03-12-2010,55.85,NIFTY50,02-11-2005,"2,419.05"
3IINFOTECH,06-12-2010,54.9,NIFTY50,07-11-2005,"2,461.60"
3IINFOTECH,07-12-2010,56.5,NIFTY50,08-11-2005,"2,492.65"
3IINFOTECH,08-12-2010,54.95,NIFTY50,09-11-2005,"2,489.10"
3IINFOTECH,09-12-2010,52.45,NIFTY50,10-11-2005,"2,500.70"
3IINFOTECH,10-12-2010,53.2,NIFTY50,11-11-2005,"2,548.65"
3IINFOTECH,13-12-2010,54.15,NIFTY50,14-11-2005,"2,558.70"
3IINFOTECH,14-12-2010,54.65,NIFTY50,16-11-2005,"2,582.75"
3IINFOTECH,15-12-2010,54.25,NIFTY50,17-11-2005,"2,603.95"
3IINFOTECH,16-12-2010,55.65,NIFTY50,18-11-2005,"2,620.05"
3IINFOTECH,17-12-2010,55.65,NIFTY50,21-11-2005,"2,602.50"
3IINFOTECH,20-12-2010,56.45,NIFTY50,22-11-2005,"2,572.85"
3IINFOTECH,21-12-2010,58.05,NIFTY50,23-11-2005,"2,608.60"
3IINFOTECH,22-12-2010,57.7,NIFTY50,24-11-2005,"2,635.00"
3IINFOTECH,23-12-2010,57.75,NIFTY50,25-11-2005,"2,664.30"
3IINFOTECH,24-12-2010,57.4,NIFTY50,26-11-2005,"2,683.45"
3IINFOTECH,27-12-2010,56.7,NIFTY50,28-11-2005,"2,712.00"
3IINFOTECH,28-12-2010,57.5,NIFTY50,29-11-2005,"2,698.30"
3IINFOTECH,29-12-2010,58.6,NIFTY50,30-11-2005,"2,652.25"
3IINFOTECH,30-12-2010,58.5,NIFTY50,01-12-2005,"2,698.95"
3IINFOTECH,31-12-2010,59.75,NIFTY50,02-12-2005,"2,697.95"
3IINFOTECH,03-01-2011,62.15,NIFTY50,05-12-2005,"2,660.50"
3IINFOTECH,04-01-2011,62,NIFTY50,06-12-2005,"2,662.30"
3IINFOTECH,05-01-2011,62.05,NIFTY50,07-12-2005,"2,693.00"
3IINFOTECH,06-01-2011,61.4,NIFTY50,08-12-2005,"2,706.70"
3IINFOTECH,07-01-2011,58.65,NIFTY50,09-12-2005,"2,756.45"
3IINFOTECH,10-01-2011,56.25,NIFTY50,12-12-2005,"2,776.20"
3IINFOTECH,11-01-2011,55.2,NIFTY50,13-12-2005,"2,812.30"
3IINFOTECH,12-01-2011,56.95,NIFTY50,14-12-2005,"2,804.55"
3IINFOTECH,13-01-2011,56.1,NIFTY50,15-12-2005,"2,778.55"
3IINFOTECH,14-01-2011,55.8,NIFTY50,16-12-2005,"2,810.15"
3IINFOTECH,17-01-2011,54.85,NIFTY50,19-12-2005,"2,842.60"
3IINFOTECH,18-01-2011,55.6,NIFTY50,20-12-2005,"2,826.20"
3IINFOTECH,19-01-2011,56.05,NIFTY50,21-12-2005,"2,822.90"
3IINFOTECH,20-01-2011,56.15,NIFTY50,22-12-2005,"2,835.25"
3IINFOTECH,21-01-2011,57.45,NIFTY50,23-12-2005,"2,804.85"
3IINFOTECH,24-01-2011,57.15,NIFTY50,26-12-2005,"2,749.60"
3IINFOTECH,25-01-2011,55.7,NIFTY50,27-12-2005,"2,805.90"
3IINFOTECH,26-01-2011,55.7,NIFTY50,28-12-2005,"2,794.05"
3IINFOTECH,27-01-2011,53.55,NIFTY50,29-12-2005,"2,821.95"
3IINFOTECH,28-01-2011,51.45,NIFTY50,30-12-2005,"2,836.55"
3IINFOTECH,31-01-2011,49.55,NIFTY50,02-01-2006,"2,835.95"
3IINFOTECH,01-02-2011,47.75,NIFTY50,03-01-2006,"2,883.35"
3IINFOTECH,02-02-2011,47.9,NIFTY50,04-01-2006,"2,904.40"
3IINFOTECH,03-02-2011,48.15,NIFTY50,05-01-2006,"2,899.85"
3IINFOTECH,04-02-2011,47.1,NIFTY50,06-01-2006,"2,914.00"
3IINFOTECH,07-02-2011,45.2,NIFTY50,09-01-2006,"2,910.10"
3IINFOTECH,08-02-2011,43.5,NIFTY50,10-01-2006,"2,870.80"
3IINFOTECH,09-02-2011,39.35,NIFTY50,12-01-2006,"2,850.70"
3IINFOTECH,10-02-2011,39.8,NIFTY50,13-01-2006,"2,850.55"
3IINFOTECH,11-02-2011,42.6,NIFTY50,16-01-2006,"2,833.10"
3IINFOTECH,14-02-2011,44.85,NIFTY50,17-01-2006,"2,829.10"
3IINFOTECH,15-02-2011,45.25,NIFTY50,18-01-2006,"2,809.20"
3IINFOTECH,16-02-2011,46.3,NIFTY50,19-01-2006,"2,870.85"
3IINFOTECH,17-02-2011,47.6,NIFTY50,20-01-2006,"2,900.95"
3IINFOTECH,18-02-2011,44.7,NIFTY50,23-01-2006,"2,884.05"
3IINFOTECH,21-02-2011,44.2,NIFTY50,24-01-2006,"2,908.00"
3IINFOTECH,22-02-2011,42.75,NIFTY50,25-01-2006,"2,940.35"
3IINFOTECH,23-02-2011,41.7,NIFTY50,27-01-2006,"2,982.75"
3IINFOTECH,24-02-2011,40.1,NIFTY50,30-01-2006,"2,974.50"
3IINFOTECH,25-02-2011,40.55,NIFTY50,31-01-2006,"3,001.10"
3IINFOTECH,28-02-2011,40.4,NIFTY50,01-02-2006,"2,971.55"
3IINFOTECH,01-03-2011,42.3,NIFTY50,02-02-2006,"2,967.45"
3IINFOTECH,02-03-2011,42.3,NIFTY50,03-02-2006,"2,940.60"
3IINFOTECH,03-03-2011,42.3,NIFTY50,06-02-2006,"3,000.45"
3IINFOTECH,04-03-2011,42.3,NIFTY50,07-02-2006,"3,020.10"
3IINFOTECH,07-03-2011,41.15,NIFTY50,08-02-2006,"3,008.95"
3IINFOTECH,08-03-2011,42.2,NIFTY50,10-02-2006,"3,027.55"
3IINFOTECH,09-03-2011,42.3,NIFTY50,13-02-2006,"3,041.15"
3IINFOTECH,10-03-2011,42.3,NIFTY50,14-02-2006,"3,017.55"
3IINFOTECH,11-03-2011,41.15,NIFTY50,15-02-2006,"3,022.20"
3IINFOTECH,14-03-2011,41.05,NIFTY50,16-02-2006,"3,021.60"
3IINFOTECH,15-03-2011,40,NIFTY50,17-02-2006,"2,981.50"
3IINFOTECH,16-03-2011,41.85,NIFTY50,20-02-2006,"3,005.85"
3IINFOTECH,17-03-2011,41.05,NIFTY50,21-02-2006,"3,035.50"
3IINFOTECH,18-03-2011,40.3,NIFTY50,22-02-2006,"3,050.80"
3IINFOTECH,21-03-2011,40.2,NIFTY50,23-02-2006,"3,062.10"
3IINFOTECH,22-03-2011,40.3,NIFTY50,24-02-2006,"3,050.05"
3IINFOTECH,23-03-2011,40.65,NIFTY50,27-02-2006,"3,067.45"
3IINFOTECH,24-03-2011,41.1,NIFTY50,28-02-2006,"3,074.70"
3IINFOTECH,25-03-2011,42.8,NIFTY50,01-03-2006,"3,123.10"
3IINFOTECH,28-03-2011,42.9,NIFTY50,02-03-2006,"3,150.70"
3IINFOTECH,29-03-2011,43,NIFTY50,03-03-2006,"3,147.35"
3IINFOTECH,30-03-2011,44.35,NIFTY50,06-03-2006,"3,190.40"
3IINFOTECH,31-03-2011,43.8,NIFTY50,07-03-2006,"3,182.80"
3IINFOTECH,01-04-2011,44.85,NIFTY50,08-03-2006,"3,116.70"
3IINFOTECH,04-04-2011,46.25,NIFTY50,09-03-2006,"3,129.10"
3IINFOTECH,05-04-2011,46.05,NIFTY50,10-03-2006,"3,183.90"
3IINFOTECH,06-04-2011,47.2,NIFTY50,13-03-2006,"3,202.65"
3IINFOTECH,07-04-2011,47.25,NIFTY50,14-03-2006,"3,195.35"
3IINFOTECH,08-04-2011,46.65,NIFTY50,16-03-2006,"3,226.60"
3IINFOTECH,11-04-2011,45.9,NIFTY50,17-03-2006,"3,234.05"
3IINFOTECH,12-04-2011,45.9,NIFTY50,20-03-2006,"3,265.65"
3IINFOTECH,13-04-2011,47,NIFTY50,21-03-2006,"3,262.30"
3IINFOTECH,14-04-2011,47,NIFTY50,22-03-2006,"3,240.15"
3IINFOTECH,15-04-2011,44.9,NIFTY50,23-03-2006,"3,247.15"
